"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"S100A10",5.33072542420945e-59,0.491347476725469,0.534,0.346,1.72139785398571e-54,"0","S100A10"
"SNHG1",1.1184001820725e-58,0.287216403532602,0.444,0.252,3.61153786794852e-54,"0","SNHG1"
"MT.ND6",2.16102872498588e-58,0.391267815106847,0.661,0.439,6.97839395872442e-54,"0","MT.ND6"
"FAM129B",8.50973459990294e-58,0.418091000097393,0.253,0.118,2.74796349700066e-53,"0","FAM129B"
"LCN2",1.45305707878105e-57,0.277109860992429,0.298,0.149,4.69221191879977e-53,"0","LCN2"
"PUF60",1.51903044870287e-57,0.292327401265455,0.298,0.148,4.90525312495129e-53,"0","PUF60"
"RNF7",3.44474077944277e-56,0.324669670984062,0.303,0.153,1.11237569249766e-51,"0","RNF7"
"RPS12",3.69787086481999e-56,0.450201128804812,0.894,0.867,1.19411645966767e-51,"0","RPS12"
"VDAC2",7.97237085599966e-56,0.290578323204595,0.293,0.146,2.57443799681941e-51,"0","VDAC2"
"SLITRK4",3.16077483673382e-55,0.261707311053485,0.273,0.131,1.02067741027808e-50,"0","SLITRK4"
"TBCB",3.62948726679455e-55,0.267885965150859,0.252,0.117,1.1720340281933e-50,"0","TBCB"
"PSMB1",4.37756274555346e-55,0.340585016772342,0.5,0.308,1.41360256179412e-50,"0","PSMB1"
"GAS5",7.82401593307793e-55,0.324232781681139,0.567,0.365,2.52653122510953e-50,"0","GAS5"
"SNRPF",3.550569673102e-54,0.312953868837408,0.286,0.143,1.1465499588381e-49,"0","SNRPF"
"LDHB",4.77196507188689e-54,0.431525779494213,0.437,0.266,1.54096296101371e-49,"0","LDHB"
"ATP6V1F",4.80516836835155e-54,0.302033196289809,0.26,0.124,1.55168496950808e-49,"0","ATP6V1F"
"PNN",4.90929959565196e-54,0.304046622142914,0.319,0.165,1.58531102542793e-49,"0","PNN"
"OGT",7.52215651685964e-54,0.358466934502227,0.26,0.125,2.42905478242432e-49,"0","OGT"
"SIVA1",3.53640836456933e-53,0.290837435259109,0.261,0.126,1.14197698908673e-48,"0","SIVA1"
"GPM6A",5.95054843591612e-53,0.267197860286237,0.32,0.168,1.92155110092603e-48,"0","GPM6A"
"SSBP1",1.0915239545047e-52,0.261720619674015,0.26,0.126,3.52474915388657e-48,"0","SSBP1"
"NDUFB3",8.08074942630431e-52,0.255705251391302,0.266,0.13,2.60943560474219e-47,"0","NDUFB3"
"LMO4",2.74657912038848e-51,0.288808360057189,0.276,0.139,8.86925329555849e-47,"0","LMO4"
"SF3B5",5.72737405739368e-51,0.283965637030219,0.32,0.171,1.84948363061357e-46,"0","SF3B5"
"DDIT4",3.50330517795005e-49,0.251207975051768,0.415,0.244,1.13128730806363e-44,"0","DDIT4"
"ABCG1",1.13627237646479e-48,0.291255347965523,0.769,0.57,3.66925075808009e-44,"0","ABCG1"
"LDLR",1.936300191072e-47,0.281753567529032,0.271,0.139,6.25270057700971e-43,"0","LDLR"
"AC091633.2",3.31595168692704e-46,0.28117496344477,0.518,0.334,1.07078711874248e-41,"0","AC091633.2"
"RPL35",4.04145303766717e-46,0.397527616051501,0.756,0.652,1.30506601492348e-41,"0","RPL35"
"HM13",5.97559273353472e-44,0.266636400227518,0.261,0.138,1.92963840551303e-39,"0","HM13"
"LA16c.358B7.2",1.16744940294494e-41,0.258992229275036,0.446,0.279,3.7699276119898e-37,"0","LA16c.358B7.2"
"MX2",1.23637869193287e-41,0.264590883065312,0.253,0.133,3.99251407198962e-37,"0","MX2"
"SPRR3",2.9377267828398e-41,2.21029360053834,0.335,0.2,9.4865073271463e-37,"0","SPRR3"
"ACTG1",2.318289310389e-40,0.489513551578938,0.907,0.842,7.48621984110816e-36,"0","ACTG1"
"RPL12",1.53730338404908e-39,0.39437537464195,0.762,0.666,4.96426008777128e-35,"0","RPL12"
"LGALS3",3.88872650003362e-37,0.293055926754709,0.398,0.246,1.25574756139086e-32,"0","LGALS3"
"RP5.882O7.1",1.92723621235778e-36,0.310254784403678,0.579,0.419,6.22343117694573e-32,"0","RP5.882O7.1"
"RP11.226L15.1",2.85239702999391e-35,0.355977016876173,0.67,0.55,9.21096048925633e-31,"0","RP11.226L15.1"
"RPLP0P2",1.72618026504718e-33,0.265634348505481,0.474,0.32,5.57418131189036e-29,"0","RPLP0P2"
"RPL27AP",3.89999580643426e-29,0.255951270048747,0.576,0.436,1.25938664581375e-24,"0","RPL27AP"
"TMSB10",1.11171911526857e-22,0.271368791322479,0.907,0.901,3.58996336702528e-18,"0","TMSB10"
"CCL5",0,3.91187224189314,0.503,0.071,0,"1","CCL5"
"SRGN",0,3.70028720822435,0.916,0.3,0,"1","SRGN"
"PTPRC",0,3.22599321682183,0.734,0.082,0,"1","PTPRC"
"TRBC2",0,3.21314939548687,0.771,0.246,0,"1","TRBC2"
"CREM",0,3.19452448184989,0.651,0.124,0,"1","CREM"
"DUSP4",0,3.07215221853484,0.524,0.081,0,"1","DUSP4"
"TNFAIP3",0,3.06882306552313,0.779,0.26,0,"1","TNFAIP3"
"IL32",0,3.02157163816034,0.673,0.117,0,"1","IL32"
"KLF6",0,2.949290186722,0.788,0.281,0,"1","KLF6"
"CXCR4",0,2.92402427497622,0.574,0.167,0,"1","CXCR4"
"RGS1",0,2.92143191495703,0.502,0.061,0,"1","RGS1"
"TRAC",0,2.89523535089501,0.6,0.111,0,"1","TRAC"
"CD2",0,2.87628649488927,0.552,0.044,0,"1","CD2"
"BTG1",0,2.80483426121747,0.88,0.436,0,"1","BTG1"
"GZMA",0,2.75982255204362,0.312,0.04,0,"1","GZMA"
"NKG7",0,2.70967664788619,0.339,0.035,0,"1","NKG7"
"HSPA8",0,2.67749650537191,0.901,0.428,0,"1","HSPA8"
"SAMSN1",0,2.62041282235128,0.514,0.063,0,"1","SAMSN1"
"CD3D",0,2.58910338388963,0.509,0.036,0,"1","CD3D"
"HSPH1",0,2.5735357637482,0.758,0.358,0,"1","HSPH1"
"BIRC3",0,2.57069847815515,0.534,0.106,0,"1","BIRC3"
"CD52",0,2.54580849627867,0.527,0.059,0,"1","CD52"
"CD3E",0,2.54112802733893,0.564,0.105,0,"1","CD3E"
"LAPTM5",0,2.52168048279663,0.541,0.062,0,"1","LAPTM5"
"ICOS",0,2.51637376386017,0.391,0.067,0,"1","ICOS"
"TSC22D3",0,2.49084802602471,0.58,0.131,0,"1","TSC22D3"
"STK17B",0,2.48063722368084,0.542,0.093,0,"1","STK17B"
"RUNX3",0,2.44937067744812,0.513,0.095,0,"1","RUNX3"
"S100A4",0,2.40015561534316,0.696,0.317,0,"1","S100A4"
"NR4A2",0,2.39340424607256,0.426,0.106,0,"1","NR4A2"
"VIM",0,2.37553103218286,0.738,0.221,0,"1","VIM"
"SARAF",0,2.3631373030139,0.608,0.142,0,"1","SARAF"
"CNOT6L",0,2.36124709514714,0.49,0.083,0,"1","CNOT6L"
"GZMB",0,2.3462397737176,0.265,0.019,0,"1","GZMB"
"FYB1",0,2.314301336243,0.424,0.036,0,"1","FYB1"
"MYADM",0,2.31155249478851,0.493,0.092,0,"1","MYADM"
"SPOCK2",0,2.29609757437253,0.455,0.096,0,"1","SPOCK2"
"ARHGDIB",0,2.28245408309696,0.57,0.114,0,"1","ARHGDIB"
"GPR183",0,2.27148158565763,0.341,0.047,0,"1","GPR183"
"LCP1",0,2.2452147706887,0.487,0.073,0,"1","LCP1"
"DNAJA1",0,2.24469187466231,0.835,0.506,0,"1","DNAJA1"
"HSP90AB1",0,2.23963376796893,0.962,0.725,0,"1","HSP90AB1"
"IL7R",0,2.23117953901279,0.295,0.032,0,"1","IL7R"
"ARL6IP5",0,2.22611271164571,0.561,0.147,0,"1","ARL6IP5"
"DUSP2",0,2.2253497173145,0.435,0.095,0,"1","DUSP2"
"CD7",0,2.21202714941426,0.388,0.024,0,"1","CD7"
"ETS1",0,2.20859210676809,0.444,0.056,0,"1","ETS1"
"CYTIP",0,2.18864834568736,0.401,0.03,0,"1","CYTIP"
"ITM2A",0,2.17260772810335,0.401,0.07,0,"1","ITM2A"
"CD69",0,2.16531490493787,0.319,0.043,0,"1","CD69"
"ARL4C",0,2.16411158647819,0.526,0.204,0,"1","ARL4C"
"ZC3HAV1",0,2.1551023726758,0.556,0.219,0,"1","ZC3HAV1"
"FAM107B",0,2.15196047986985,0.463,0.114,0,"1","FAM107B"
"TNFRSF1B",0,2.07535881911087,0.403,0.062,0,"1","TNFRSF1B"
"ZFP36L2",0,2.05338923914154,0.517,0.214,0,"1","ZFP36L2"
"YPEL5",0,2.04510827698894,0.517,0.181,0,"1","YPEL5"
"ELF1",0,2.01631553669066,0.452,0.107,0,"1","ELF1"
"UBC",0,1.99064828315079,0.987,0.848,0,"1","UBC"
"ADGRE5",0,1.96802806320178,0.454,0.122,0,"1","ADGRE5"
"DDX3X",0,1.95902451375818,0.611,0.262,0,"1","DDX3X"
"CD53",0,1.94850617357075,0.397,0.036,0,"1","CD53"
"CALM1",0,1.94690554193463,0.843,0.523,0,"1","CALM1"
"HSP90AA1",0,1.93704471454752,0.963,0.826,0,"1","HSP90AA1"
"MBNL1",0,1.92764378349637,0.546,0.207,0,"1","MBNL1"
"WIPF1",0,1.92180550910153,0.393,0.056,0,"1","WIPF1"
"SLA",0,1.91638566287522,0.298,0.029,0,"1","SLA"
"IFITM2",0,1.901870280599,0.597,0.204,0,"1","IFITM2"
"FTL",0,1.87272687631965,0.727,0.492,0,"1","FTL"
"MCL1",0,1.86763793778019,0.687,0.369,0,"1","MCL1"
"CSRNP1",0,1.86527558399728,0.451,0.133,0,"1","CSRNP1"
"HLA.J",0,1.86315261766463,0.563,0.157,0,"1","HLA.J"
"FYN",0,1.83394357938864,0.388,0.077,0,"1","FYN"
"HLA.C",0,1.82990553629809,0.917,0.638,0,"1","HLA.C"
"H2AFZ",0,1.79582103085077,0.661,0.338,0,"1","H2AFZ"
"GPBP1",0,1.79567005160965,0.47,0.156,0,"1","GPBP1"
"GNG2",0,1.79388571582478,0.333,0.05,0,"1","GNG2"
"MSN",0,1.7907637281763,0.468,0.155,0,"1","MSN"
"TMSB4X",0,1.78623062577139,0.967,0.806,0,"1","TMSB4X"
"CD3G",0,1.75570184381699,0.287,0.028,0,"1","CD3G"
"ALOX5AP",0,1.75148822869289,0.28,0.026,0,"1","ALOX5AP"
"SLC38A2",0,1.73000456775026,0.641,0.34,0,"1","SLC38A2"
"CDC42SE2",0,1.71680946800793,0.34,0.061,0,"1","CDC42SE2"
"CD96",0,1.70114631123149,0.269,0.016,0,"1","CD96"
"EZR",0,1.6803258692494,0.703,0.454,0,"1","EZR"
"PDE4B",0,1.67908826696834,0.291,0.029,0,"1","PDE4B"
"EEF1A1",0,1.62825755724006,0.99,0.891,0,"1","EEF1A1"
"HLA.B",0,1.6156398775204,0.996,0.922,0,"1","HLA.B"
"LSP1",0,1.60435563829365,0.305,0.036,0,"1","LSP1"
"B2M",0,1.56888456037661,0.997,0.958,0,"1","B2M"
"HCST",0,1.54970762812987,0.277,0.022,0,"1","HCST"
"HLA.E",0,1.54805584887282,0.842,0.574,0,"1","HLA.E"
"JUND",0,1.51413445163488,0.85,0.653,0,"1","JUND"
"BRD2",0,1.48447657125608,0.775,0.521,0,"1","BRD2"
"OAZ1",0,1.46148809108216,0.842,0.621,0,"1","OAZ1"
"RP11.3P17.3",0,1.45782281219732,0.865,0.646,0,"1","RP11.3P17.3"
"RPL23A",0,1.42918703941234,0.809,0.577,0,"1","RPL23A"
"EIF1",0,1.40397751954769,0.872,0.651,0,"1","EIF1"
"TMSB4XP4",0,1.38933638236858,0.763,0.537,0,"1","TMSB4XP4"
"PTMA",0,1.30503311578366,0.978,0.881,0,"1","PTMA"
"H3F3B",0,1.23094743903319,0.933,0.808,0,"1","H3F3B"
"HLA.A",0,1.15662299386387,0.977,0.918,0,"1","HLA.A"
"UBB",0,1.11215631028995,0.901,0.729,0,"1","UBB"
"TPT1",0,1.10489250235037,0.982,0.888,0,"1","TPT1"
"ACTB",0,1.02539121628651,0.941,0.847,0,"1","ACTB"
"PTPN22",1.19946591744458e-306,1.61024621786132,0.265,0.021,3.87331534061202e-302,"1","PTPN22"
"RPS3",1.04017773684022e-304,1.06124083780131,0.879,0.725,3.35894194780443e-300,"1","RPS3"
"RPL13A",5.32283781729082e-304,0.955799223781091,0.933,0.795,1.71885078795955e-299,"1","RPL13A"
"EVI2B",6.57221587336752e-303,1.5114796611896,0.256,0.017,2.12229994982784e-298,"1","EVI2B"
"SLC2A3",1.97415040366343e-295,1.76755781723773,0.351,0.072,6.37492648350996e-291,"1","SLC2A3"
"IL2RB",5.99559863946681e-289,1.67847892528649,0.28,0.034,1.93609871265662e-284,"1","IL2RB"
"PTMAP5",1.79665604136657e-285,1.34028677928654,0.676,0.435,5.80176168878094e-281,"1","PTMAP5"
"NPM1",3.39222800428459e-285,1.27503341041142,0.715,0.499,1.09541826714358e-280,"1","NPM1"
"TIGIT",2.20696023711706e-284,1.87794148311084,0.317,0.057,7.12671599769842e-280,"1","TIGIT"
"CTLA4",1.03890897585358e-283,2.00460168772388,0.288,0.04,3.35484486482639e-279,"1","CTLA4"
"NAP1L1",5.89263773849991e-282,1.54207515865914,0.605,0.345,1.90285057851639e-277,"1","NAP1L1"
"CORO1A",7.59108702118347e-282,1.41761434437202,0.252,0.022,2.45131382088057e-277,"1","CORO1A"
"PNRC1",9.75310467099232e-278,1.70142593478148,0.463,0.175,3.14947256035684e-273,"1","PNRC1"
"ZBTB1",6.07717755616153e-275,1.60639361233841,0.307,0.054,1.96244217643568e-270,"1","ZBTB1"
"RPS3A",3.76307613117954e-273,1.06041575493829,0.82,0.614,1.2151725442805e-268,"1","RPS3A"
"IL2RG",8.55520200253236e-273,1.76062450965609,0.435,0.157,2.76264583065775e-268,"1","IL2RG"
"CD48",2.77165584920035e-272,1.46437273680046,0.266,0.031,8.95023106823776e-268,"1","CD48"
"CD37",1.3458246559178e-271,1.43398048538976,0.268,0.033,4.34593697888977e-267,"1","CD37"
"DDX5",4.27820265322213e-271,1.23505549010487,0.742,0.564,1.38151720077849e-266,"1","DDX5"
"ZNF331",2.33326830875703e-270,1.64065368025206,0.253,0.026,7.5345900226382e-266,"1","ZNF331"
"ITGB2",7.61266779017365e-265,1.51932782145706,0.281,0.042,2.45828268280288e-260,"1","ITGB2"
"EIF4G2",2.73605490873483e-262,1.28158644279201,0.691,0.487,8.8352685112865e-258,"1","EIF4G2"
"SFPQ",1.69087863301163e-256,1.44712672531627,0.61,0.381,5.46018528172116e-252,"1","SFPQ"
"PPP1R15A",5.05279269402191e-256,1.45763478149233,0.661,0.438,1.63164781675356e-251,"1","PPP1R15A"
"HNRNPC",1.77719497170179e-255,1.28682614091082,0.665,0.459,5.73891800261941e-251,"1","HNRNPC"
"COTL1",1.81950330072945e-255,1.69226246133322,0.374,0.112,5.87554005871554e-251,"1","COTL1"
"RPL34",1.97432389713803e-255,0.576723556911986,0.999,0.995,6.37548672863813e-251,"1","RPL34"
"NR3C1",4.09965946474045e-255,1.77167765788064,0.341,0.085,1.32386203435399e-250,"1","NR3C1"
"MAP1LC3B",1.23429396258776e-252,1.53271518771909,0.398,0.13,3.98578206398841e-248,"1","MAP1LC3B"
"RPL21",2.92603689050541e-250,1.11962876067651,0.794,0.645,9.44875832682005e-246,"1","RPL21"
"REL",5.4097495948144e-249,1.69903713970774,0.341,0.088,1.74691633915747e-244,"1","REL"
"CD44",7.09665145292079e-249,1.49833666978768,0.609,0.392,2.29165068717718e-244,"1","CD44"
"KMT2E",1.96621632820476e-247,1.57887460023757,0.477,0.208,6.34930576703881e-243,"1","KMT2E"
"RGCC",6.90966788043332e-246,1.7693434142959,0.418,0.155,2.23126995194953e-241,"1","RGCC"
"HSPD1",4.71076518608978e-242,1.81790982790907,0.541,0.296,1.52120029389211e-237,"1","HSPD1"
"HSP90AB3P",5.16911287469679e-241,1.49862474975071,0.379,0.12,1.66920992949709e-236,"1","HSP90AB3P"
"IQGAP1",5.00403040605897e-239,1.51359113779935,0.504,0.247,1.61590149872456e-234,"1","IQGAP1"
"SLC38A1",8.70420407394531e-238,1.67824267621006,0.36,0.11,2.81076157955842e-233,"1","SLC38A1"
"GNLY",8.45741044062377e-237,3.61510258521856,0.344,0.101,2.73106697948623e-232,"1","GNLY"
"CLEC2D",5.00720042676083e-236,1.54520671937131,0.354,0.104,1.61692516180961e-231,"1","CLEC2D"
"CTC.788C1.1",9.15250343408071e-236,0.961245069016536,0.855,0.674,2.95552640893334e-231,"1","CTC.788C1.1"
"TERF2IP",1.14603626165171e-235,1.59336387620341,0.385,0.128,3.70078029612572e-231,"1","TERF2IP"
"JAK1",1.65800804472815e-234,1.53320923172118,0.323,0.081,5.35403957803614e-230,"1","JAK1"
"CLK1",1.96353111755143e-234,1.50086087176574,0.482,0.221,6.34063468479708e-230,"1","CLK1"
"TGFB1",2.88320753051422e-232,1.54749835960614,0.304,0.07,9.31045375753651e-228,"1","TGFB1"
"CREBRF",7.73801810675517e-232,1.51783564985296,0.278,0.053,2.49876080703338e-227,"1","CREBRF"
"RP11.756A22.5",1.36740072905257e-230,0.943966994086097,0.866,0.704,4.41561043425657e-226,"1","RP11.756A22.5"
"SMAP2",2.15195138017709e-228,1.40530301117476,0.257,0.042,6.94908139686786e-224,"1","SMAP2"
"PDE4D",5.50021667743671e-228,1.59474595865534,0.271,0.052,1.77612996947786e-223,"1","PDE4D"
"CDC42",5.99689373335488e-228,1.47706610349143,0.481,0.232,1.93651692437496e-223,"1","CDC42"
"SH3KBP1",4.88125096725634e-227,1.42803278522264,0.271,0.049,1.57625356234642e-222,"1","SH3KBP1"
"AKAP13",7.26966407178436e-225,1.54527849679594,0.442,0.186,2.34751992206061e-220,"1","AKAP13"
"FAM46C",2.52252074016181e-223,1.60455149525813,0.283,0.061,8.14572397413052e-219,"1","FAM46C"
"CYLD",5.11474325068118e-223,1.48112635506256,0.298,0.07,1.65165289050997e-218,"1","CYLD"
"ANKRD12",7.79933068195389e-223,1.52089146647132,0.33,0.09,2.51855986381655e-218,"1","ANKRD12"
"TIPARP",1.29685121346135e-222,1.59585365504975,0.4,0.149,4.18779193850938e-218,"1","TIPARP"
"PPP2R5C",2.42835436679792e-219,1.53938743862154,0.382,0.135,7.84164192126384e-215,"1","PPP2R5C"
"FOSB",9.6346386949256e-219,1.52515995574295,0.701,0.54,3.11121752736538e-214,"1","FOSB"
"TANK",7.77170053070652e-218,1.56471355204084,0.287,0.066,2.50963753537575e-213,"1","TANK"
"EMP3",5.7192760298541e-217,1.34208401772675,0.295,0.068,1.84686861556048e-212,"1","EMP3"
"FNBP1",1.96460129432828e-216,1.45988325781367,0.323,0.089,6.34409049964489e-212,"1","FNBP1"
"ARID4B",2.24542061061445e-214,1.52466181341237,0.429,0.181,7.25091223579617e-210,"1","ARID4B"
"PLIN2",2.04867447505456e-213,1.67601111130706,0.295,0.072,6.61557961484617e-209,"1","PLIN2"
"ARHGEF1",1.05884638702841e-212,1.35676910461401,0.297,0.073,3.41922675299214e-208,"1","ARHGEF1"
"SLC7A5",2.02356671010586e-212,1.72649878788763,0.485,0.256,6.53450162027384e-208,"1","SLC7A5"
"IDS",5.39590425655217e-211,1.54026358718844,0.399,0.158,1.74244540252583e-206,"1","IDS"
"DDX3Y",2.6014895227399e-208,1.43022087118104,0.313,0.086,8.40072996683167e-204,"1","DDX3Y"
"NR4A3",3.05192647171596e-204,1.56774882496292,0.251,0.048,9.85528096246518e-200,"1","NR4A3"
"HECA",3.07048029772104e-204,1.42698800691536,0.315,0.09,9.9151949774008e-200,"1","HECA"
"PTP4A2",1.03137750592143e-203,1.46705611776986,0.413,0.175,3.33052424212147e-199,"1","PTP4A2"
"SERPINB9",3.20607479615043e-203,1.48657048829477,0.288,0.073,1.0353056731729e-198,"1","SERPINB9"
"PFN1",2.77393455289271e-202,1.13309708616646,0.697,0.568,8.95758945820115e-198,"1","PFN1"
"RPS25",1.60439964886112e-201,0.909793390729359,0.812,0.682,5.18092734610231e-197,"1","RPS25"
"GNAI2",3.48030165355462e-201,1.32227269992688,0.393,0.154,1.12385900996586e-196,"1","GNAI2"
"BZW1",4.69313599307611e-199,1.38562938426522,0.374,0.138,1.51550747488414e-194,"1","BZW1"
"RBPJ",5.59580481660894e-194,1.52127493752227,0.292,0.081,1.80699729137936e-189,"1","RBPJ"
"RPL9",5.40069584545869e-192,0.827114940129759,0.834,0.689,1.74399270241552e-187,"1","RPL9"
"HSPA1A",2.63800565054466e-191,1.41660940303164,0.899,0.865,8.51864784673881e-187,"1","HSPA1A"
"HSPA5",2.41694895474891e-189,1.24872282854854,0.586,0.391,7.80481156467519e-185,"1","HSPA5"
"HNRNPA1",3.86363861802664e-189,0.985707676104024,0.701,0.547,1.24764618253316e-184,"1","HNRNPA1"
"PER1",2.35608769273162e-188,1.42398761178892,0.313,0.098,7.60827837736893e-184,"1","PER1"
"HBP1",5.18037968280635e-188,1.38053327944474,0.321,0.103,1.67284820717183e-183,"1","HBP1"
"HIPK1",6.6997614113512e-188,1.38175785280814,0.267,0.066,2.16348695495353e-183,"1","HIPK1"
"STK4",8.68434044473363e-188,1.40097239136712,0.297,0.086,2.80434721641338e-183,"1","STK4"
"ARID5B",1.72882415836713e-186,1.66987625003891,0.39,0.168,5.58271897219915e-182,"1","ARID5B"
"RYBP",3.88020448477047e-186,1.56406301283877,0.357,0.137,1.25299563222208e-181,"1","RYBP"
"ZFP36L1",1.13505078403271e-184,1.28419183757065,0.726,0.609,3.66530599179844e-180,"1","ZFP36L1"
"AHR",1.79580260472497e-184,1.47078375383979,0.303,0.092,5.79900577117789e-180,"1","AHR"
"CDKN1A",4.0624054737368e-183,1.49600466091143,0.446,0.228,1.31183197557909e-178,"1","CDKN1A"
"DNAJB6",5.85572724192317e-183,1.34054866048711,0.422,0.2,1.89093144096183e-178,"1","DNAJB6"
"INSIG1",3.13116369369477e-180,1.40761224427985,0.269,0.07,1.01111537996792e-175,"1","INSIG1"
"CD74",3.88021771093949e-180,1.37642154535345,0.685,0.535,1.25299990321658e-175,"1","CD74"
"ARL6IP1",2.22375903756558e-179,1.34045078647253,0.511,0.305,7.18096268410676e-175,"1","ARL6IP1"
"MEF2D",8.46472261161615e-176,1.34255596754481,0.298,0.093,2.73342822574309e-171,"1","MEF2D"
"MKNK2",1.38876341713107e-175,1.36538414679249,0.347,0.133,4.48459482659966e-171,"1","MKNK2"
"TUBA1A",6.68397850955876e-175,1.26927507326189,0.295,0.086,2.15839034030671e-170,"1","TUBA1A"
"HERPUD1",7.4315231847068e-175,1.48509345216271,0.358,0.145,2.39978746680552e-170,"1","HERPUD1"
"RPSA",6.39261431204202e-174,1.04265987816019,0.648,0.477,2.06430301364461e-169,"1","RPSA"
"PBXIP1",9.4133548129213e-173,1.30747029245841,0.258,0.066,3.03976053618855e-168,"1","PBXIP1"
"SQSTM1",3.47044454403338e-171,1.26202409278951,0.592,0.432,1.12067595215926e-166,"1","SQSTM1"
"G3BP2",8.97288084885935e-171,1.38778350552684,0.304,0.102,2.89752268371366e-166,"1","G3BP2"
"PIM1",1.66739624181669e-170,1.44949739844194,0.339,0.128,5.38435594407444e-166,"1","PIM1"
"TPM3",4.38846581984119e-169,1.16561154018512,0.589,0.43,1.41712338254312e-164,"1","TPM3"
"NCL",1.92433821626551e-167,1.11195030016613,0.61,0.448,6.21407296796459e-163,"1","NCL"
"CHD2",3.07208771097767e-167,1.41580145529579,0.386,0.176,9.92038563628911e-163,"1","CHD2"
"RPS27",8.61656728778699e-167,0.813579489728419,0.866,0.797,2.78246190857217e-162,"1","RPS27"
"DIAPH1",1.66606267160484e-166,1.30196889519137,0.304,0.103,5.38004957914636e-162,"1","DIAPH1"
"MAF",2.72675776383279e-165,1.88914427464934,0.33,0.129,8.80524617096886e-161,"1","MAF"
"AMD1",8.60309754250936e-165,1.31983078511717,0.402,0.19,2.77811225842712e-160,"1","AMD1"
"RP11.1033A18.1",2.0864118627016e-164,1.37856548129506,0.37,0.161,6.73744118703599e-160,"1","RP11.1033A18.1"
"RPS11",7.74772707973583e-164,0.757045902934737,0.828,0.722,2.50189602858829e-159,"1","RPS11"
"AKNA",9.32569047152924e-164,1.35423390069452,0.257,0.07,3.01145196706622e-159,"1","AKNA"
"RAP1A",4.8993193851362e-162,1.18930610961813,0.253,0.068,1.58208821584818e-157,"1","RAP1A"
"CYTOR",1.00216240512627e-160,1.14295484495564,0.253,0.066,3.23618283863376e-156,"1","CYTOR"
"CFLAR",3.98580061384059e-160,1.30926392156925,0.425,0.222,1.2870947342214e-155,"1","CFLAR"
"SPTY2D1",2.01570034901631e-158,1.29293634505805,0.27,0.082,6.50909956704348e-154,"1","SPTY2D1"
"RPL6",4.63434922877736e-157,0.913461581797487,0.685,0.532,1.49652405295679e-152,"1","RPL6"
"RP11.16F15.1",1.43206886879985e-155,1.2166762575799,0.498,0.311,4.62443679112847e-151,"1","RP11.16F15.1"
"RGS2",2.89308460364029e-154,1.6552643642475,0.354,0.155,9.34234880207522e-150,"1","RGS2"
"NAMPT",2.21575651838553e-153,1.29476212844527,0.353,0.151,7.15512094917056e-149,"1","NAMPT"
"ACTR2",6.89855965547565e-153,1.26592109604518,0.373,0.173,2.2276828839462e-148,"1","ACTR2"
"GLS",1.39967143615125e-152,1.25248055710791,0.297,0.105,4.51981900161962e-148,"1","GLS"
"SERINC1",2.05729431705249e-152,1.21956451600382,0.268,0.084,6.64341480862591e-148,"1","SERINC1"
"KDM6B",3.73195270326741e-152,1.37591929513445,0.364,0.166,1.20512216693911e-147,"1","KDM6B"
"RANBP2",2.75585841410421e-151,1.3631830273306,0.254,0.075,8.8992179908253e-147,"1","RANBP2"
"RPL23",6.57708706976915e-151,0.635547617518878,0.897,0.845,2.12387295656985e-146,"1","RPL23"
"CFL1",4.16987774882586e-149,0.690969182969413,0.844,0.771,1.34653692265085e-144,"1","CFL1"
"HCLS1",6.00334569090267e-149,1.2675120867549,0.287,0.101,1.93860039050629e-144,"1","HCLS1"
"RHOA",2.51551541502349e-148,1.16593778000154,0.441,0.247,8.12310237819386e-144,"1","RHOA"
"RPS6",6.15711819109539e-148,0.686017916644481,0.865,0.764,1.98825660626852e-143,"1","RPS6"
"FLNA",2.99206909382481e-147,1.20221097855146,0.419,0.217,9.66198951777908e-143,"1","FLNA"
"RASSF5",3.71589001139037e-147,1.26171619551553,0.251,0.075,1.19993520247818e-142,"1","RASSF5"
"CHD1",8.54375679083978e-147,1.29770836226024,0.3,0.112,2.75894994289798e-142,"1","CHD1"
"RPL5",3.45961667229085e-146,0.954767892214487,0.636,0.484,1.11717941581616e-141,"1","RPL5"
"EIF5",3.53072873046677e-146,1.19954945539553,0.477,0.292,1.14014292164233e-141,"1","EIF5"
"UBE2D3",1.32856289485278e-145,1.19067793159127,0.416,0.224,4.2901953000586e-141,"1","UBE2D3"
"TOB2",5.1879215343924e-145,1.28938783731426,0.338,0.146,1.67528362188599e-140,"1","TOB2"
"DEDD2",6.41850809340276e-145,1.44224267960247,0.331,0.142,2.07266463352162e-140,"1","DEDD2"
"POLR2A",5.04789402946711e-144,1.30486160054477,0.356,0.165,1.63006593999552e-139,"1","POLR2A"
"CCNI",2.08697978963113e-142,1.15190829061359,0.447,0.252,6.73927513667684e-138,"1","CCNI"
"WAC",1.34673675021662e-139,1.22943687676595,0.416,0.228,4.34888231379952e-135,"1","WAC"
"HNRNPK",6.74119120249019e-139,1.06695688334011,0.548,0.4,2.17686546310813e-134,"1","HNRNPK"
"SF3B1",3.84027983650377e-138,1.16541316319735,0.35,0.157,1.2401031648038e-133,"1","SF3B1"
"CALM2",6.49719958317366e-138,1.04145614585691,0.541,0.375,2.09807568939844e-133,"1","CALM2"
